Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
54051797,05/01/2022 12:04:08 AM,05/01/2022 12:23:04 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,192 ARLINGTON AVENUE,ARLINGTON AVENUE,JEROME STREET,WARWICK STREET,JEROME STREET,WARWICK STREET,ADDRESS,BROOKLYN,ARLINGTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:23:08 AM,05 BROOKLYN,3039370024,BROOKLYN,1015379,187176,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68037691038651,-73.88776775920839,"(40.68037691038651, -73.88776775920839)"
54047872,05/01/2022 12:04:08 AM,05/01/2022 01:15:40 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10022,EAST   55 STREET,EAST   55 STREET,EAST   55 STREET,LEXINGTON AVENUE,EAST   55 STREET,LEXINGTON AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:15:44 AM,05 MANHATTAN,,MANHATTAN,992539,216030,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7596250333133,-73.97007935872243,"(40.7596250333133, -73.97007935872243)"
54048213,05/01/2022 12:04:10 AM,,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10451,750 GRAND CONCOURSE,GRAND CONCOURSE,EAST  153 STREET,EAST  156 STREET,EAST  153 STREET,EAST  156 STREET,ADDRESS,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2024580026,BRONX,1005342,239760,MOBILE,Unspecified,BRONX,,,,,,,,40.82473618294532,-73.92379011362037,"(40.82473618294532, -73.92379011362037)"
54053526,05/01/2022 12:04:30 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10002,124 RIVINGTON STREET,RIVINGTON STREET,ESSEX STREET,NORFOLK STREET,ESSEX STREET,NORFOLK STREET,ADDRESS,NEW YORK,RIVINGTON STREET,,In Progress,,,,03 MANHATTAN,1003540036,MANHATTAN,987825,201486,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71970852856132,-73.98710312139026,"(40.71970852856132, -73.98710312139026)"
54046297,05/01/2022 12:04:36 AM,05/01/2022 12:43:30 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10040,74 THAYER STREET,THAYER STREET,SHERMAN AVENUE,BROADWAY,SHERMAN AVENUE,BROADWAY,ADDRESS,NEW YORK,THAYER STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 12:43:35 AM,12 MANHATTAN,1021750180,MANHATTAN,1004331,254049,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86395764063865,-73.92740028038256,"(40.86395764063865, -73.92740028038256)"
54053071,05/01/2022 12:04:43 AM,05/01/2022 02:03:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,312 GRAND STREET,GRAND STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,GRAND STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 02:03:53 AM,01 BROOKLYN,3023950016,BROOKLYN,996135,198994,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71286132514765,-73.95712904559723,"(40.71286132514765, -73.95712904559723)"
54053391,05/01/2022 12:04:47 AM,,DOT,Department of Transportation,Street Condition,Pothole,,10312,ANNADALE ROAD,ANNADALE ROAD,SOUTH RAILROAD STREET,SNEDEN AVENUE,,,BLOCKFACE,STATEN ISLAND,,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,05/01/2022 12:04:47 AM,03 STATEN ISLAND,,STATEN ISLAND,,,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,,,
54052973,05/01/2022 12:04:56 AM,05/01/2022 12:19:42 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10014,117 BANK STREET,BANK STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,ADDRESS,NEW YORK,BANK STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,05/01/2022 12:19:48 AM,02 MANHATTAN,1006350039,MANHATTAN,982190,207540,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73632576458971,-74.00743334142547,"(40.73632576458971, -74.00743334142547)"
54045502,05/01/2022 12:05:11 AM,05/01/2022 12:41:58 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11201,240 WATER STREET,WATER STREET,BRIDGE STREET,GOLD STREET,BRIDGE STREET,GOLD STREET,ADDRESS,BROOKLYN,WATER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:42:03 AM,02 BROOKLYN,3000420001,BROOKLYN,988659,195400,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70300352934506,-73.98409843659319,"(40.70300352934506, -73.98409843659319)"
54047175,05/01/2022 12:05:14 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11413,130-50 224 STREET,224 STREET,130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,ADDRESS,SPRINGFIELD GARDENS,224 STREET,,In Progress,,,,13 QUEENS,4129010363,QUEENS,1055483,187968,MOBILE,Unspecified,QUEENS,,,,,,,,40.682318880647344,-73.743169350454,"(40.682318880647344, -73.743169350454)"
54047652,05/01/2022 12:05:15 AM,05/01/2022 12:53:38 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10312,3235 RICHMOND AVENUE,RICHMOND AVENUE,ARTHUR KILL ROAD,DAVE BRENNANS ELKS WAY,ARTHUR KILL ROAD,DAVE BRENNANS ELKS WAY,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:53:44 AM,03 STATEN ISLAND,5055330058,STATEN ISLAND,937080,143482,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.56037528206012,-74.16976091401297,"(40.56037528206012, -74.16976091401297)"
54049942,05/01/2022 12:05:17 AM,05/01/2022 01:26:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,SUTTER AVENUE,LEFFERTS BOULEVARD,SUTTER AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:26:12 AM,10 QUEENS,,QUEENS,1034251,184948,PHONE,Unspecified,QUEENS,,,,,,,,40.67417508222368,-73.81974349113833,"(40.67417508222368, -73.81974349113833)"
54053553,05/01/2022 12:05:19 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,35-35 95 STREET,95 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,95 STREET,,In Progress,,,,03 QUEENS,4014690058,QUEENS,1019564,213563,ONLINE,Unspecified,QUEENS,,,,,,,,40.75278711444592,-73.87254078690279,"(40.75278711444592, -73.87254078690279)"
54050924,05/01/2022 12:05:21 AM,05/01/2022 12:28:11 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11209,7709 4 AVENUE,4 AVENUE,77 STREET,78 STREET,77 STREET,78 STREET,ADDRESS,BROOKLYN,4 AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,05/01/2022 12:28:18 AM,10 BROOKLYN,3059610005,BROOKLYN,977113,168521,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62922487583279,-74.02571195242363,"(40.62922487583279, -74.02571195242363)"
54047883,05/01/2022 12:05:23 AM,05/01/2022 12:59:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,355 WEST  202 STREET,WEST  202 STREET,DEAD END,9 AVENUE,DEAD END,9 AVENUE,ADDRESS,NEW YORK,WEST  202 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:59:54 AM,12 MANHATTAN,1021840020,MANHATTAN,1006663,252740,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86035921934875,-73.9189736805977,"(40.86035921934875, -73.9189736805977)"
54045492,05/01/2022 12:05:27 AM,05/01/2022 12:43:10 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10026,1838 7 AVENUE,7 AVENUE,WEST  111 STREET,WEST  112 STREET,WEST  111 STREET,WEST  112 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:43:16 AM,10 MANHATTAN,1018270031,MANHATTAN,996801,230853,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8003052184333,-73.95466721265947,"(40.8003052184333, -73.95466721265947)"
54051884,05/01/2022 12:05:34 AM,05/01/2022 12:31:21 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11216,525 NOSTRAND AVENUE,NOSTRAND AVENUE,HERKIMER STREET,HERKIMER PLACE,HERKIMER STREET,HERKIMER PLACE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:31:25 AM,03 BROOKLYN,3018670014,BROOKLYN,998230,186796,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67937759261589,-73.94959738917926,"(40.67937759261589, -73.94959738917926)"
54051037,05/01/2022 12:05:48 AM,05/01/2022 12:23:08 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,76 THAYER STREET,THAYER STREET,SHERMAN AVENUE,BROADWAY,SHERMAN AVENUE,BROADWAY,ADDRESS,NEW YORK,THAYER STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 12:23:13 AM,12 MANHATTAN,1021750180,MANHATTAN,1004323,254067,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86400706336896,-73.92742914920696,"(40.86400706336896, -73.92742914920696)"
54049968,05/01/2022 12:05:50 AM,05/01/2022 12:43:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,72-41 51 DRIVE,51 DRIVE,72 PLACE,74 STREET,72 PLACE,74 STREET,ADDRESS,WOODSIDE,51 DRIVE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:44:03 AM,02 QUEENS,4024650025,QUEENS,1014638,207165,ONLINE,Unspecified,QUEENS,,,,,,,,40.73524451884162,-73.8903491395586,"(40.73524451884162, -73.8903491395586)"
54046426,05/01/2022 12:06:03 AM,05/01/2022 12:39:23 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11208,3024 FULTON STREET,FULTON STREET,LINWOOD STREET,ESSEX STREET,LINWOOD STREET,ESSEX STREET,ADDRESS,BROOKLYN,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,05/01/2022 12:39:29 AM,05 BROOKLYN,3039560048,BROOKLYN,1016639,187183,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68039160308014,-73.88322493719589,"(40.68039160308014, -73.88322493719589)"
54046669,05/01/2022 12:06:03 AM,05/01/2022 12:08:09 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10028,411 EAST   85 STREET,EAST   85 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   85 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:08:14 AM,08 MANHATTAN,1015650007,MANHATTAN,998386,221933,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.775819819021656,-73.94896114574799,"(40.775819819021656, -73.94896114574799)"
54049388,05/01/2022 12:06:05 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1932 BRYANT AVENUE,BRYANT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,BOSTON ROAD,EAST TREMONT AVENUE,ADDRESS,BRONX,BRYANT AVENUE,,In Progress,,,,06 BRONX,2030057501,BRONX,1016835,245328,ONLINE,Unspecified,BRONX,,,,,,,,40.83998380642961,-73.88223645239954,"(40.83998380642961, -73.88223645239954)"
54052790,05/01/2022 12:06:05 AM,05/01/2022 12:45:15 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10040,71 THAYER STREET,THAYER STREET,SHERMAN AVENUE,BROADWAY,SHERMAN AVENUE,BROADWAY,ADDRESS,NEW YORK,THAYER STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,05/01/2022 12:45:19 AM,12 MANHATTAN,1021750070,MANHATTAN,1004372,253979,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.863765418523776,-73.92725226152615,"(40.863765418523776, -73.92725226152615)"
54048223,05/01/2022 12:06:13 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,37-09 31 AVENUE,31 AVENUE,37 STREET,38 STREET,37 STREET,38 STREET,ADDRESS,ASTORIA,31 AVENUE,,In Progress,,,,01 QUEENS,4006590005,QUEENS,1006823,216905,ONLINE,Unspecified,QUEENS,,,,,,,,40.762001752628976,-73.91851576540446,"(40.762001752628976, -73.91851576540446)"
54052449,05/01/2022 12:06:15 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,113 NORTH    3 STREET,NORTH    3 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    3 STREET,,In Progress,,,,01 BROOKLYN,3023500026,BROOKLYN,994840,200365,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71662603700051,-73.96179814494636,"(40.71662603700051, -73.96179814494636)"
54048899,05/01/2022 12:06:15 AM,05/01/2022 01:43:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,83 HUMBOLDT STREET,HUMBOLDT STREET,MOORE STREET,SEIGEL STREET,MOORE STREET,SEIGEL STREET,ADDRESS,BROOKLYN,HUMBOLDT STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:43:55 AM,01 BROOKLYN,3030970023,BROOKLYN,1000617,195858,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70424659345961,-73.94096943533725,"(40.70424659345961, -73.94096943533725)"
54051368,05/01/2022 12:06:16 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,929 42 STREET,42 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,42 STREET,,In Progress,,,,12 BROOKLYN,3055900068,BROOKLYN,985342,173833,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6438079920456,-73.99606507101184,"(40.6438079920456, -73.99606507101184)"
54048921,05/01/2022 12:06:17 AM,05/01/2022 12:41:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10017,225 EAST   46 STREET,EAST   46 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   46 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:41:35 AM,06 MANHATTAN,1013207504,MANHATTAN,992046,213625,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75302436997262,-73.97186171969031,"(40.75302436997262, -73.97186171969031)"
54045704,05/01/2022 12:06:22 AM,05/01/2022 12:14:02 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,109 POST AVENUE,POST AVENUE,WEST  204 STREET,WALTHER DELGADO WAY,WEST  204 STREET,WALTHER DELGADO WAY,ADDRESS,NEW YORK,POST AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:14:08 AM,12 MANHATTAN,1022190001,MANHATTAN,1006227,254199,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8643648284726,-73.92054510016914,"(40.8643648284726, -73.92054510016914)"
54048175,05/01/2022 12:06:22 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462,2120 CRUGER AVENUE,CRUGER AVENUE,MARAN PLACE,LYDIG AVENUE,MARAN PLACE,LYDIG AVENUE,ADDRESS,BRONX,CRUGER AVENUE,,In Progress,,,,11 BRONX,2042880030,BRONX,1021126,250378,MOBILE,Unspecified,BRONX,,,,,,,,40.85382767768344,-73.86670084926658,"(40.85382767768344, -73.86670084926658)"
54051935,05/01/2022 12:06:23 AM,05/01/2022 12:42:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10455,571 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST  149 STREET,AVENUE ST JOHN,EAST  149 STREET,AVENUE ST JOHN,ADDRESS,BRONX,SOUTHERN BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 12:42:50 AM,02 BRONX,2026830041,BRONX,1011090,235292,ONLINE,Unspecified,BRONX,,,,,,,,40.81245719132271,-73.90303925053954,"(40.81245719132271, -73.90303925053954)"
54051960,05/01/2022 12:06:23 AM,05/01/2022 12:15:32 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10010,225 EAST   26 STREET,EAST   26 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   26 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,05/01/2022 12:15:38 AM,06 MANHATTAN,1009070016,MANHATTAN,989590,208991,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74030702780833,-73.98072989544673,"(40.74030702780833, -73.98072989544673)"
54047704,05/01/2022 12:06:28 AM,05/01/2022 12:54:20 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,92-01 LAMONT AVENUE,LAMONT AVENUE,FORLEY STREET,ELBERTSON STREET,FORLEY STREET,ELBERTSON STREET,ADDRESS,ELMHURST,LAMONT AVENUE,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,05/01/2022 12:54:25 AM,04 QUEENS,4015670040,QUEENS,1019245,210596,PHONE,Unspecified,QUEENS,,,,,,,,40.7446447233121,-73.87370759487806,"(40.7446447233121, -73.87370759487806)"
54048865,05/01/2022 12:06:38 AM,05/01/2022 01:04:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,81-17 KNEELAND AVENUE,KNEELAND AVENUE,MANILLA STREET,CODWISE PLACE,MANILLA STREET,CODWISE PLACE,ADDRESS,ELMHURST,KNEELAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:05:01 AM,04 QUEENS,4024720073,QUEENS,1016586,206860,ONLINE,Unspecified,QUEENS,,,,,,,,40.73440046233434,-73.8833215271864,"(40.73440046233434, -73.8833215271864)"
54048459,05/01/2022 12:06:39 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11205,AUBURN PLACE,AUBURN PLACE,AUBURN PLACE,ST EDWARDS STREET,AUBURN PLACE,ST EDWARDS STREET,INTERSECTION,,,,In Progress,,,,02 BROOKLYN,,BROOKLYN,990355,192214,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69425769499548,-73.97798450650289,"(40.69425769499548, -73.97798450650289)"
54053156,05/01/2022 12:06:48 AM,05/01/2022 01:44:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,460 EAST   21 STREET,EAST   21 STREET,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,EAST   21 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:44:17 AM,14 BROOKLYN,3051630019,BROOKLYN,995737,173521,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64294423726366,-73.95860810820945,"(40.64294423726366, -73.95860810820945)"
54050057,05/01/2022 12:06:48 AM,05/01/2022 01:01:47 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,64 SHERMAN AVENUE,SHERMAN AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:01:51 AM,12 MANHATTAN,1021750080,MANHATTAN,1004412,253766,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86318070686611,-73.9271082890471,"(40.86318070686611, -73.9271082890471)"
54052116,05/01/2022 12:07:26 AM,05/01/2022 12:25:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,132 WEST  112 STREET,WEST  112 STREET,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  112 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/01/2022 12:25:14 AM,10 MANHATTAN,1018210055,MANHATTAN,997147,230828,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80023610202774,-73.95341754818448,"(40.80023610202774, -73.95341754818448)"
54053028,05/01/2022 12:07:30 AM,05/01/2022 12:50:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,166 WARWICK STREET,WARWICK STREET,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,WARWICK STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 12:50:50 AM,05 BROOKLYN,3039370027,BROOKLYN,1015444,187021,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67995124207576,-73.88753412648725,"(40.67995124207576, -73.88753412648725)"
